Property Name,ZIP Code,Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft)
Legacy Charter School,60623,1,North Lawndale,K-12 School,63000,2017,1,,18,3368026.1,872800,,,67.3,164.2,,,606.7,9.6
Kenect Chicago,60642,1.5,West Town,Multifamily Housing,44672,2018,1,,36,1731020.2,,,,54.3,124.8,,,324.9,7.3
Clybourn1200,60610,2,Near North Side,Multifamily Housing,131633,2017,1,,49,3761907.4,6481452.9,,,77.8,,,,,
Mode Logan Square Apartments,60642,2.5,Logan Square,Multifamily Housing,77050,2017,1,,58,2523573.2,1470792.1,,,51.8,,,,,
Lakeview 3200,60657,1,Lake View,Multifamily Housing,150085,2016,1,,29,6468657.3,4124212.6,,,70.6,,,,,
720 S WELLS ST,60607,4,Loop,Multifamily Housing,455000,2018,1,8620,84,11751221.4,12998780.8,,,54.4,102.3,53.6,,2645.4,5.8
1001 South State,60605,3,Loop,Multifamily Housing,509567,2016,1,,61,16321588.6,12897995.8,,,57.3,116.3,56.1,,3400.4,6.7
EMME,60661,4,NEAR WEST SIDE,,,,,,70,5397999,8533943.8,,,70.6,122,70,,,
7122 S Jeffery Blvd,,0,SOUTH SHORE,,,,,,,,,,,,,,,,
Kendall College,,0,NEAR NORTH SIDE,,,,,,,,,,,,,,,,
Schiff Residences,60610,3.5,Near North Side,Multifamily Housing,64000,2007,1,,78,1740122,2687623.9,,,69.2,,,,,
American Red Cross of Chicago & Northern Illinois Region,60612,2,Near West Side,Office,62298,2003,1,,48,3954040.6,,,,63.5,,,,,
Gill Park Cooperative,,0,Lake View,,,,,,,,,,,,,,,,
Lincoln Village 2,,0,NORTH PARK,,,,,,,,,,,,,,,,
Kedzie Plaza,,0,BRIGHTON PARK,,,,,,,,,,,,,,,,
Alta Roosevelt,60605,4,LOOP,Multifamily Housing,633386,2017,1,13953,90,15129845.2,10706666.9,,,40.8,84.6,40.3,,2930,4.6
1241 N Milwaukee,60622,0,WEST TOWN,Multifamily Housing,68825,2017,1,,,,209462.7,,,,,,,,
Anatomy and Culver,60637,2,Hyde Park,Laboratory,67004,1897,2,,,4378336.4,,13104149.7,3998387.9,320.6,472.5,315,,1764.1,26.3
601 W Polk Street,60607,1,Near West Side,Data Center,104000,1918,1,,17,43612422.8,,,,419.4,1174.2,419.4,,7255.5,69.8
The Van Buren,60661,1,NEAR WEST SIDE,Multifamily Housing,117574,2018,1,2403,17,4860390.6,7670342.2,,,106.6,184.2,,,1166,9.9
Burnham Pointe,60605,1,LOOP,Multifamily Housing,429120,2008,1,,11,15575588.9,28836652.2,,,103.5,172.2,102.4,,4122.9,9.6
ASPIRA Business and Finance High School,60618,2.5,Avondale,K-12 School,82000,2015,1,498,36,2538762.1,5191027.7,,,94.3,153.2,92.2,,698.1,8.5
Viceroy Chicago,,0,NEAR NORTH SIDE,,,,,,,,,,,,,,,,
Key Elementary School Main Building,,,Austin,,,,,,,,,,,,,,,,
4631 4637 S Lake Park,,0,Kenwood,,,,,,,,,,,,,,,,
The Renaissance at Southshore / Symphony South Shore LLC,60649,2.5,SOUTH SHORE,Senior Care Community,80865,1994,1,,35,3228852.4,8896680.1,,,149.9,,,,,
412 N Wells St,60654,2.5,NEAR NORTH SIDE,Office,51190,2017,1,,60,2382186.7,2228820,,,90.1,,,,,
The Western,60647,1.5,LOGAN SQUARE,Multifamily Housing,53627,2017,1,,35,2036684.2,1684526.4,,,69.4,139.3,67.7,,428.3,8
2535 S Dr Martin Luther King Jr Dr,,0,NEAR SOUTH SIDE,,,,,,,,,,,,,,,,
1550 N Wieland St,60610,1,NEAR NORTH SIDE,,,,,,28,1592714.8,4185566.8,,,98.8,151.4,96.6,,,
,,,NEAR WEST SIDE,,,,,,,,,,,,,,,,
325 S Paulina,,,NEAR WEST SIDE,,,,,,,,,,,,,,,,
1955 N Richmond St,,0,LOGAN SQUARE,,,,,,,,,,,,,,,,
4447 N Kedzie Ave,,0,ALBANY PARK,,,,,,,,,,,,,,,,
Moxy Chicago Downtown,60654,1,NEAR NORTH SIDE,Hotel,62845,2018,1,,18,3506010.8,5169799.8,,,138.1,,,,,
Mansueto High School,60632,1,BRIGHTON PARK,K-12 School,67000,2017,1,,28,3327274.9,2092790.3,,,80.9,,,,,
811 Fulton,,,NEAR WEST SIDE,,,,,,,,,,,,,,,,
5748 N Hermitage Ave,,0,EDGEWATER,,,,,,,,,,,,,,,,
33 S Ashland Ave,,0,NEAR WEST SIDE,,,,,,,,,,,,,,,,
,,,NEAR NORTH SIDE,,,,,,,,,,,,,,,,
33 S Aberdeen St,,0,NEAR WEST SIDE,,,,,,,,,,,,,,,,
Woodlawn Station,60637,2.5,WOODLAWN,Multifamily Housing,86580,2017,1,367,52,2317771.6,2489202.4,,,55.5,105.1,55.5,,517.8,6
Marlowe Chicago,60654,4,NEAR NORTH SIDE,Multifamily Housing,130817,2018,1,,93,2539582.3,5003900,,,57.7,94.5,56.5,,662.1,5.1
seven 10 west,60654,1,WEST TOWN,Multifamily Housing,89919,2016,1,,,2369043.7,5886032.5,,,91.8,142.5,88.9,,706.8,7.9
LDS Church Clark Street Meetinghouse,,0,NEAR NORTH SIDE,,,,,,,,,,,,,,,,
XS Tennis and Education Foundation,,0,WASHINGTON PARK,,,,,,,,,,,,,,,,
1767 N Milwaukee Ave,60647,4,WEST TOWN,Multifamily Housing,58984,2017,1,,94,3607012.9,,,,61.2,171.2,60.3,,562.9,9.5
MB Ice Arena,60612,,NEAR WEST SIDE,Ice/Curling Rink,127535,2017,1,,,14412659.9,1683798.4,,,126.2,,,,,
Viridian on Sheridan,60613,4,LAKE VIEW,,,,,,89,2579710.8,3011010.5,,,53.2,98.9,52.8,,,
Wicker Park Connection,60622,,WEST TOWN,,,,,,,6012022.5,245179.8,,,42.8,116.9,42.2,,,
Aloft Chicago Mag Mile (Marriott),60611,4,NEAR NORTH SIDE,Hotel,190742,2018,1,,83,7917692.7,5630826.7,,,71,,,,,
1140 S Wabash Ave,60605,3.5,LOOP,Multifamily Housing,296760,2017,3,5876,55,9391594.8,10470740.6,,,66.9,125.7,66.3,,2118.6,7.1
171 N Aberdeen St,,0,NEAR WEST SIDE,,,,,,,,,,,,,,,,
CA Washington Condo Association,60607,3.5,NEAR WEST SIDE,Multifamily Housing,178875,2018,1,,78,3014020.9,5134001.6,,,45.6,77.3,45.3,,774.1,4.3
Spoke Apartments,60642,3.5,WEST TOWN,Multifamily Housing,347449,2017,2,9030,60,12984116.9,11228087.2,,,69.7,138.6,68.6,,2756.5,7.9
3630 N Clark St,60613,1,LAKE VIEW,Hotel,184703,2018,1,,3,16343060.3,16815421.6,,,179.5,343.3,179.1,,3612,19.6
COOK COUNTY CENTRAL CAMPUS HEALTH CENTER,,,NEAR WEST SIDE,,,,,,,,,,,,,,,,
Hubbard221,60654,,NEAR NORTH SIDE,Multifamily Housing,317222,2017,1,,,6190743,26089744.3,,,101.8,141,100.2,,2415.7,7.6
3Eleven,60654,4,NEAR NORTH SIDE,Multifamily Housing,291659,2017,1,,83,7086587.5,6961493.3,,,48.2,93.1,47.7,,1548.7,5.3
Elevate Lincoln Park,60614,4,LINCOLN PARK,,,,,,75,9098848.6,7647526,,,52.2,104.5,52.2,,,
Landmark West Loop,60607,2.5,NEAR WEST SIDE,Multifamily Housing,250817,2017,1,8546,39,9966008.4,9187010.7,,,76.4,149.7,75.4,,2146,8.6
Old Town Park,60610,1,NEAR NORTH SIDE,Multifamily Housing,311910,2018,1,,12,14648818.1,18441324.4,,,106.1,193.6,104.9,,3416.5,11
,,,NEAR WEST SIDE,,,,,,,,,,,,,,,,
5430 N. Sheridan,60640,4,EDGEWATER,Multifamily Housing,82133,2008,1,,84,1582342.3,3965285,,,67.5,104.6,66.8,,473.9,5.8
The Buyer's Market Inc,60651,,HUMBOLDT PARK,,,,,,,2989689.9,1856341.9,,,31.5,67.1,31.4,,,
Hatden,,0,NEAR WEST SIDE,,,,,,,,,,,,,,,,
3905-29 N. Western Ave.,,0,NORTH CENTER,,,,,,,,,,,,,,,,
Left Bank at K Station,60606,3.5,NEAR WEST SIDE,Multifamily Housing,453153,2006,1,,75,9434985.2,25963361.9,,,78.1,118.5,76.2,,2948.7,6.5
Oakwood Shores 2D,60653,4,OAKLAND,Multifamily Housing,198993,2005,21,9319,99,3273520.9,3817347.7,,,35.6,66.2,34.4,,747.4,3.8
Prajakta Meharunkar,60614,4,LINCOLN PARK,Office,215778,2018,1,,89,11901213,1372496.2,,,61.5,161.1,61.4,,2052.8,9.5
Hotel Julian,,0,LOOP,,,,,,,,,,,,,,,,
63029-Sunrise of Lincoln Park,,0,LINCOLN PARK,,,,,,,,,,,,,,,,
The Sinclair,60610,3.5,NEAR NORTH SIDE,Multifamily Housing,595002,2017,1,13476,79,12864410.3,19354064.4,,,54.1,94.7,53.4,,3168.2,5.3
McDonald's Headquarters,60607,3.5,NEAR WEST SIDE,Office,642972,2018,1,,77,30794821.8,25084506,,,86.9,,,,,
Balmoral Condo,60625,3.5,LINCOLN SQUARE,Multifamily Housing,52200,1948,1,,79,659819.4,3636913.9,,,82.3,,,,,
Fulton West,,0,NEAR WEST SIDE,,,,,,,,,,,,,,,,
Michigan Avenue Gardens,,0,NEAR SOUTH SIDE,,,,,,,,,,,,,,,,
8846,60611,2,NEAR NORTH SIDE,Laboratory,418826,2004,1,,,61874163.4,52855557.2,,,273.9,546.2,272.5,,13101.1,31.3
8816,60611,1,NEAR NORTH SIDE,College/University,388282,1978,1,,,17689056.8,60613394.8,,,201.7,291.5,,,6162.3,15.9
8795,60611,1,NEAR NORTH SIDE,College/University,187974,1925,1,,,8977183.5,20239483.7,,,155.4,246.8,153.3,,2568.5,13.7
8794,60611,1,NEAR NORTH SIDE,Laboratory,186803,1965,1,,,29104254.2,33802805.5,,,336.8,626.2,336,,6637.3,35.5
8793,60611,2,NEAR NORTH SIDE,College/University,61179,1955,1,,,4339910.5,6729380.4,,,180.9,314.1,179.2,,1079.4,17.6
8791,60611,2,NEAR NORTH SIDE,Laboratory,303863,1990,1,,,35690884.8,46157960.2,,,269.4,488.4,268,,8389.4,27.6
8792,60611,2,NEAR NORTH SIDE,Laboratory,303490,1925,1,,,23962639.8,55477804.1,,,261.8,413,260.2,,6933.2,22.8
Crown Hall,60616,1,DOUGLAS,College/University,54291,1955,1,,,1776182.8,,6264685,,148.1,230.4,145.5,,711.5,13.1
John T. Rettaliata Engineering Center,60616,1,DOUGLAS,College/University,133990,1967,1,,,3624656.3,1026,9677614.7,49417585.6,468.1,498.3,466.5,,3850,28.7
Robert A. Pritzker Science Center,60616,1,DOUGLAS,College/University,123454,1966,1,,,3108314.9,1950,5586870.5,25767600.7,279.2,314.9,278.1,,2246.1,18.2
Materials & Metals Building,60616,0,DOUGLAS,College/University,68398,1943,1,,,8376.5,,2053.7,,0.2,0.4,0.2,,1.5,
Perlstein Hall,60616,4,DOUGLAS,College/University,102517,1946,1,,,1686363.9,465360,5634093.3,,75.9,116.9,74.4,,679.4,6.6
Stuart Building,60616,1,DOUGLAS,College/University,83906,1968,1,,,1552596.5,,4273051.4,18406800.6,288.8,312.7,,,1512.1,18
Wishnick Hall,60616,3,DOUGLAS,College/University,62913,1947,1,,,2311653.9,4104,5630495.6,1246899.9,146.1,228.7,142.1,,824.4,13.1
Galvin Library,60616,4,DOUGLAS,College/University,92978,1962,1,,,1204047,,4735061,,63.9,97.5,,,514.7,5.5
Herman Hall,60616,1,DOUGLAS,College/University,111135,1962,1,,,2894669.1,190220.4,11451406.9,145946398,1444,1393.7,1441.4,,8943.5,80.5
McCormick Tribune Campus Center,60616,2,DOUGLAS,College/University,93667,2003,1,,,6221457.9,1253443.9,,,79.8,200,,,1101.6,11.8
Carmen Hall,60616,4,DOUGLAS,Residence Hall/Dormitory,69559,1953,1,,99,1407542.1,85940,,,21.5,58,21,,238.7,3.4
Cunningham Hall,,0,DOUGLAS,,,,,,,,,,,,,,,,
Gunsaulus Hall,60616,1.5,DOUGLAS,Residence Hall/Dormitory,82898,1948,1,,34,1343949.3,7644690.4,5238190.8,,171.6,218.2,167.3,,977.4,11.8
State Street Village,60616,1,DOUGLAS,College/University,63711,1957,1,,,3037471.6,,6974076.9,,157.1,265.2,,,968.4,15.2
Keating Hall,60616,1,DOUGLAS,College/University,53163,1967,1,,,2011046.4,778456186.6,,,14680.6,15480.9,14392.8,,41682.1,784
Incubator Building,60616,1,DOUGLAS,College/University,72292,1944,1,,,7815343,5220,7018566.1,,205.3,419.6,200.3,,1766.5,24.4
Tech Park Central,60616,4,DOUGLAS,College/University,80660,1965,1,,,1493108.3,,,,18.5,51.8,18.5,,248.4,3.1
Tech Park South,60616,4,DOUGLAS,College/University,82554,1955,1,,,1363738.9,,,,16.5,46.3,16.4,,226.9,2.7
Tech Business Center,60616,1,DOUGLAS,College/University,140788,1943,1,,,10484878.1,,20233395.1,201369635.3,1648.5,1683,1645.5,,13700,97.3
Life Science Research Building,60616,1,DOUGLAS,College/University,103000,1943,1,,,8531941.4,,35048350.2,105951840.4,1451.8,1577.4,1449.1,,9330.3,90.6
The Lincoln Common,60614,0,Lincoln Park,,,2019,1,,,8739367.1,,,,,,,,1453.9,
IIT Tower,60616,1,DOUGLAS,College/University,392894,1964,1,,,15961946.7,250850,39440726.6,,141.7,235.2,139.5,,5287.6,13.5
,,,Douglas,,,,,,,,,,,,,,,,
Physics Research Center,60637,1,HYDE PARK,Laboratory,67092,2017,1,,,3915764.7,3350,13955340.3,7479264,377.9,515.2,377.5,,1932.1,28.8
1117-1137 W Monroe,60607,3.5,NEAR WEST SIDE,,,,,,74,1732640.9,4074348.8,,,96.8,152.2,94.2,,,
Breckinridge House (University of Chicago),60637,4,HYDE PARK,Residence Hall/Dormitory,50698,1916,1,,97,317875.6,,2097857.8,,47.6,67.3,46.9,,188.9,3.7
Hilton Garden Inn,,0,Loop,,,,,,,,,,,,,,,,
710 W 14Th St,,0,Near West Side,,,,,,,,,,,,,,,,
1411 E 53Rd St,60615,2,Hyde Park,Hotel,74005,2018,1,,48,4422474,4358470.4,,,118.7,,,,,
1616 E 56Th St,60637,4,Hyde Park,Multifamily Housing,335496,2018,1,,96,7195836.3,9050416.5,,,48.4,,,,,
180 N Ada Street,,0,Near West Side,,,,,,,,,,,,,,,,
1025 W Addison St,60613,1,Lake View,Multifamily Housing,245793,2018,1,,25,8641224.4,16920501.2,,,104,,,,,
811 W Agatite Ave,,0,Uptown,,,,,,,,,,,,,,,,
Artis of Lakeview (Senior Living),,0,Lake View,,,,,,,,,,,,,,,,
,,,Near North Side,,,,,,,,,,,,,,,,
,,,Lake View,,,,,,,,,,,,,,,,
2340 N California Ave,,0,Logan Square,,,,,,,,,,,,,,,,
210 N Carpenter St,,4,Near West Side,,,,,,,,,,,,,,,,
Hilton Garden Inn Chicago Mccormick Place,,0,Near South Side,,,,,,,,,,,,,,,,
508 W Diversey Pkwy,60614,4,Lake View,Multifamily Housing,98000,2019,1,,87,1631352.3,4426984.5,,,61.8,,,,,
5525 W Diversey Ave,,0,Belmont Cragin,,,,,,,,,,,,,,,,
,,,Near North Side,,,,,,,,,,,,,,,,
One Bennet Park Apartments,60611,3.5,Near North Side,Multifamily Housing,785000,2018,1,8171,74,17430563.7,30321126.8,,,60.8,102.7,60.1,,4510.3,5.7
The Hoxton,,,Near West Side,,,,,,,,,,,,,,,,
New Life Covenent Church-SE,,0,Greater Grand Crossing,,,,,,,,,,,,,,,,
8647 W Higgins Road,,0,O'Hare,,,,,,,,,,,,,,,,
202 W Hill Street,,0,Near North Side,,,,,,,,,,,,,,,,
110 W Huron St,60654,4,Near North Side,Hotel,120000,2000,1,,94,3777066.9,2767410,,,54.5,112.3,54.2,,775.4,6.5
NEMA Chicago,,0,Near South Side,,,,,,,,,,,,,,,,
909 S Jefferson St,,0,Near West Side,,,,,,,,,,,,,,,,
4758 N Laramie Ave,,0,Portage Park,,,,,,,,,,,,,,,,
The Apartments at Lincoln Common,60614,0,Lincoln Park,,,2019,1,,,12668042.9,,,,,,,,2107.5,
2350 N Lincoln Ave,60614,0,Lincoln Park,,,2019,1,,,2588947.1,,,,,,,,430.7,
,,,Near West Side,,,,,,,,,,,,,,,,
1407 on Michigan,60605,1.5,Near South Side,Mixed Use Property,81265,2018,1,,40,5595014.7,5841736.1,,,140.7,268.3,138.5,,1241.1,15.3
The Paragon Chicago,60605,4,Near South Side,Multifamily Housing,578359,2019,1,,97,8883312.6,17066824.8,,,44.9,,,,,
KLEO Art Residences,,0,Washington Park,,,,,,,,,,,,,,,,
1980 N Milwaukee Ave,60647,4,Logan Square,Multifamily Housing,110000,2018,1,,81,2818792.8,3823491.5,,,60.4,108.2,59.6,,672,6.1
2025 N Milwaukee Ave,,0,Logan Square,,,,,,,,,,,,,,,,
450 N Morgan St,,0,West Town,,,,,,,,,,,,,,,,
1323 W Morse Ave,60626,1,Rogers Park,Multifamily Housing,56780,2018,1,,22,2119739.1,3834264.9,,,104.9,175.4,100.5,,556.3,9.8
3527 W North Avenue,,0,Humboldt Park,,,,,,,,,,,,,,,,
176 N Racine Avenue,,0,Near West Side,,,,,,,,,,,,,,,,
1554 N Talman Ave,,0,West Town,,,,,,,,,,,,,,,,
Vista Tower,,0,Loop,,,,,,,,,,,,,,,,
McCRORY SENIOR APARTMENTS,,0,Near West Side,,,,,,,,,,,,,,,,
,,,Near West Side,,,,,,,,,,,,,,,,
175 S Wells St,,0,Loop,,,,,,,,,,,,,,,,
1667 N Western Avenue,,0,West Town,,,,,,,,,,,,,,,,
Wolf Point East,,0,Near North Side,,,,,,,,,,,,,,,,
Dore Elementary School,,0,Clearing,,,,,,,,,,,,,,,,
South Loop Elementary School,,0,Near South Side,,,,,,,,,,,,,,,,
The Edge on Broadway,,,,,,,,,,,,,,,,,,,
3161 N lIncoln,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Jax,,,,,,,,,,,,,,,,,,,
Alta Grand Central,,,,,,,,,,,,,,,,,,,
2731 2739 N MILWAUKEE AVE,,0,LOGAN SQUARE,,,,,,,,,,,,,,,,
457 BRE Rock SH Autunm Green Wright Campus,60634,1.5,DUNNING,Senior Care Community,128542,2017,1,,34,4549629,7198000.1,,,91.4,,,,,
Blackstone Court LLC,60637,1,HYDE PARK,,,,,,27,1287787.7,3275710,,,87.3,134.8,85.1,,,
Algonquin #3,60615,1,KENWOOD,Multifamily Housing,59310,1950,1,,16,1312685.1,6123650,,,125.4,,,,,
Algonquin #5,60615,2,KENWOOD,Multifamily Housing,59310,1950,1,,23,1313309.5,5613789.6,,,116.8,,,,,
5222 S Drexel,60615,4,HYDE PARK,Multifamily Housing,90479,1925,1,,81,1474734.6,4264800,,,63.4,,,,,
5335 5349 N CALIFORNIA AVE,,0,LINCOLN SQUARE,,,,,,,,,,,,,,,,
McClurg Court Center,60611,1,NEAR NORTH SIDE,Multifamily Housing,818201,1971,2,,10,31539879.7,81459883.3,,,138.1,,,,,
3710 N PINE GROVE LLC,60613,4,LAKE VIEW,Multifamily Housing,60300,1971,1,,83,1227886.7,3486553.5,,,78.2,117.7,77.3,,389.5,6.5
South Park Plaza,,0,DOUGLAS,,,,,,,,,,,,,,,,
2300 N Commonwealth,60614,4,LINCOLN PARK,Multifamily Housing,56074,1991,1,,96,1497663.3,1242691.2,,,48.9,,,,,
Friendly Towers,60640,4,UPTOWN,Multifamily Housing,124768,1923,1,,91,3178960.4,7868906.7,,,88.5,137.6,88,,946.8,7.6
236-Senior Suites of Rainbow Beach,60649,1,SOUTH SHORE,Senior Care Community,60500,2000,1,,9,1862139.9,4407600.1,,,103.6,,,,,
The Renaissance,60640,2.5,UPTOWN,Multifamily Housing,64292,1927,1,,53,862260.2,5643300.2,,,101.2,129.7,97.7,,443.2,6.9
Auburn Commons,,0,AUBURN GRESHAM,,,,,,,,,,,,,,,,
Country Club Apartments,60649,,SOUTH SHORE,Multifamily Housing,142961,1926,1,,,,,,,,,,,,
Museum Walk Apartments,60637,3.5,HYDE PARK,Multifamily Housing,77000,1927,1,,79,1157121.8,6787297.7,,,103.2,,,,,
231-Senior Suites-Garfield Ridge,60638,2,GARFIELD RIDGE,Senior Care Community,60000,2000,1,,41,1821499.6,4377499.8,,,103.3,,,,,
5550 Dorchester,60637,1,HYDE PARK,Multifamily Housing,81194,1948,1,,6,1429856.6,13495612.6,,,183.8,,,,,
5514 Blackstone Ave,60615,2.5,HYDE PARK,Multifamily Housing,72940,1913,1,,33,2172243,3421504.9,,,76.7,132.6,76.7,,543.1,7.4
2019 - 4747 S King Dr,,0,GRAND BOULEVARD,,,,,,,,,,,,,,,,
Courtyard on the Boulevard Condominium Association,60615,4,HYDE PARK,,,,,,86,545572,3600541.9,,,64.3,82.4,62,,,
2019 - 3812 S Michigan,,0,DOUGLAS,,,,,,,,,,,,,,,,
5355 5371 N DELPHIA AVE,,4,OHARE,,,,,,,,,,,,,,,,
"Chicago Journeymen Plumbers' Local 130, U.A.",60607,1,NEAR WEST SIDE,Office,51130,1925,1,,6,2879001.6,5198231.2,,,158,,,,,
Q11970,60618,3,NORTH CENTER,,,,,,67,4757123,1994400,,,72.5,165.6,71.7,,,
309-315 W. 23rd St. Condominium Assocation,60616,4,ARMOUR SQUARE,Multifamily Housing,52835,2008,1,,85,2074455.1,432100,,,47.4,,,,,
Riverside Square and River's Edge - Chicago,60608,2,MCKINLEY PARK,Supermarket/Grocery Store,74495,1987,1,,27,12718601.9,6254277.5,,,254.7,566.2,253.4,,2448.1,32.9
Cummings Life Science Center,60637,2,HYDE PARK,Laboratory,172408,1973,1,,,30536785.8,17100,41181060.5,,416.1,783.4,413.8,,7815.5,45.3
Hampden Green Condominium Association,60614,1,LINCOLN PARK,Multifamily Housing,140000,1970,1,,29,3008319.5,15088700.2,,,129.3,,,,,
,60649,4,SOUTH SHORE,Multifamily Housing,172500,1962,1,,100,2069532.4,3384519.4,0,0,36.4,62.3,36.4,62.3,452.4,3
Coeval 1,,0,,,184905,,,,,,,,,,,,,,
3800 N. Lake Shore Drive,60613,3.5,LAKE VIEW,Multifamily Housing,249095,1927,2,,74,3345590.2,18702028.9,0,0,88.5,116.4,94.1,121.1,1434,5.8
8522-Edgewater,60640,0,EDGEWATER,,55129,,,,,,,,,,,,,,
Parkside Elementary Academy -CPS,60649,,SOUTH SHORE,,75104,,,,,,,,,,,,,,
,60607,0,NEAR WEST SIDE,,92435,,,,,0,0,0,0,,,,,,
,60611,0,NEAR NORTH SIDE,,175000,,,,,,,,,,,,,,
,60660,0,EDGEWATER,,104500,,,,,,,,,,,,,,
,60653,0,DOUGLAS,,93310,,,,,0,0,0,0,,,,,,
Dream Town,60624,,WEST GARFIELD PARK,Office,87000,1926,1,,,,,,,,,,,,
,60641,0,IRVING PARK,,61400,,,,,,,,,,,,,,
Lawless Gardens,60653,0,DOUGLAS,,740173,,,,,0,0,0,0,,,,,,
Park Plaza | A Jewish Senior Living Community,60645,0,WEST RIDGE,,193255,,,,,,,,,,,,,,
Little Village Plaza,60623,0,SOUTH LAWNDALE,,72949,,,,,,,,,,,,,,
,60614,0,LINCOLN PARK,,128002,,,,,,,,,,,,,,
,60615,0,HYDE PARK,,68515,,,,,,,,,,,,,,
,60647,,LOGAN SQUARE,,56563,,,,,,,,,,,,,,
200 N. Dearborn CA,60601,0,LOOP,Multifamily Housing,419953,1989,1,,,0,0,0,0,,,,,,
The Newport CA,60615,0,KENWOOD,Multifamily Housing,842012,1963,2,,,0,0,0,0,,,,,,
Dunbar Vocational Acad HS -CPS,60616,,DOUGLAS,K-12 School,319937,1955,1,,,,,,,,,,,,
Ashe Elementary -CPS,60619,,CHATHAM,K-12 School,55335,1960,1,,,,,,,,,,,,
,60610,0,NEAR NORTH SIDE,,130200,,,,,,,,,,,,,,
,60660,0,EDGEWATER,,75660,,,,,,,,,,,,,,
Sexton -CPS,60637,,WOODLAWN,,105274,,,,,,,,,,,,,,
Laystrom Manufacturing Company,,0,,,76600,,,,,,,,,,,,,,
Ingleside Investment Group LLC,60626-1864,0,,,31975,,,,,,,,,,,,,,
,60657,0,,,69000,,,,,,,,,,,,,,
(IL0669) - Chandler,60601,4,LOOP,Multifamily Housing,628921,2007,1,,61,12050982.7,23409626.6,0,0,74.4,122.4,78.1,125.3,2964.6,6.2
The Sexton Condominium Association,60654,4,NEAR NORTH SIDE,Multifamily Housing,449107,1915,1,,97,8029855.4,4577299.5,0,0,32.2,69.7,32.4,68.2,1390,3.6
,60618,0,AVONDALE,,82800,,,,,,,,,,,,,,
The Resurrection Project - Casa Morelos,60608,4,LOWER WEST SIDE,Multifamily Housing,64644,2009,1,,90,1101240.1,1992554,0,0,56.9,95.1,58.8,95.8,263.1,4.8
Hyde Park Academy HS -CPS,60637,,WOODLAWN,K-12 School,324961,1911,1,,,,,,,,,,,,
Greenview Place SLF,60657,4,LAKE VIEW,Senior Living Community,130428,2009,1,,67,2990656.6,3488389.8,0,0,77.8,144.5,82,149.8,612.4,7.4
633 N St. Clair,60611,4,NEAR NORTH SIDE,Office,632163,1991,1,,94,18318604.9,123162.3,0,0,29.2,81.3,29.2,81.3,2622.9,4.1
Park Harbor Condominium Association,60613,4,LAKE VIEW,Multifamily Housing,102874,1970,1,,100,1381911.2,3055279.6,0,0,48.7,77.6,51,80,359.7,3.9
6101 North Clark,60660,4,EDGEWATER,Multifamily Housing,53000,1928,1,,,693664.7,2031274.8,0,0,51.4,76.9,54,78.6,207,3.9
Enrico Tonti Elementary School,60629,1,GAGE PARK,K-12 School,89103,1928,3,,26,3055820,4545240,0,0,85.3,149.6,91.5,156.1,677.9,7.6
Orozco Elementary -CPS,60608,0,LOWER WEST SIDE,K-12 School,107722,1999,1,,,,,,,,,,,,
Manhattan Building Condominium,60605,1,LOOP,Multifamily Housing,121000,1891,1,,10,8082059,0,0,0,66.8,187,70.1,196.4,1154.3,9.5
21 East Chestnut Condominium Association,60611,1,NEAR NORTH SIDE,Multifamily Housing,122400,1962,1,,16,3813803.9,10332699.7,0,0,115.6,175.9,124.1,184.9,1093.5,8.9
Dett -CPS,60612,,NEAR WEST SIDE,K-12 School,61600,1961,1,,,,,,,,,,,,
1033 Van Buren,60607,4,NEAR WEST SIDE,Office,82712,1905,1,,100,327374.8,1361469,0,0,20.4,28.4,22.4,30.5,119.1,1.4
Lake Street Lofts LLC,60607,4,NEAR WEST SIDE,Multifamily Housing,126000,1886,1,,99,1999277.8,1704904.3,0,0,34.3,68.4,35.4,68.7,376.1,3.5
208 S La Salle Whole Building,60604,3.5,LOOP,Hotel,907563,1911,1,,54,32212125.6,44031717.8,0,23062396.1,109.4,173.4,111,175.4,8154.9,9
,60607,0,NEAR WEST SIDE,,156536,,,,,,,,,,,,,,
530 North Lake Shore Drive,60611,4,NEAR NORTH SIDE,Multifamily Housing,650925,2003,1,,91,7989218.5,20903799.1,0,0,56.2,86.2,60.4,90.1,2251.4,4.4
1104 S Wabash,60605,3,LOOP,College/University,166094,1960,0,,,6110796.5,4169879.6,0,0,61.9,129.4,65.3,132.9,1094.3,6.6
(IL584) - 1240 Lake Shore Drive,60610,1,NEAR NORTH SIDE,Multifamily Housing,160528,1970,1,,13,5863750.6,5781202.2,0,0,76.9,148.4,80.9,154.7,1144.6,7.6
Gillespie Elementary -CPS,60619,,ROSELAND,K-12 School,91300,1962,1,,,,,,,,,,,,
